ID;EffSize;Efficiency;Constraint;Hierarchy;Indirects
Ilsom Martins De Azevedo;1,987337947;0,025156176;0,04839506;1,97E-07;0,955302
Ilídia Campos Da Cunha;3,899999142;0,097499974;0,085676894;9,86E-05;0,851069093
Ingrid Faria Do Espírito Santo Pessanha;2,897435904;0,074293226;0,090497293;1,11E-05;0,878649533
Iohana Fernanda Carneiro Barreto;3,785713911;0,135204062;0,119379282;3,94E-05;0,82822299
Isabel Cristina Pinto Pinheiro;16,5357151;0,423992664;0,086362779;0,036317188;0,783167183
Isabela Eduardo Rodrigues;4,160000324;0,166400015;0,127645135;9,01E-05;0,786244094
Ivan Lúcio Reis Fagundes;6,096775055;0,19667016;0,101185098;0,000144656;0,7708655
Ivanildo Cordeiro;2,181818008;0,198347092;0,246316448;0,000581984;0,645479143
Izabela Appolinário De Souza;1,987337947;0,025156176;0,04839506;1,97E-07;0,955302
Izabele Sardinha Costa;6,17777729;0,137283951;0,078397207;2,70E-05;0,878215671
Jacques Douglas Pinto Lopes;1,987337947;0,025156176;0,04839506;1,97E-07;0,955302
Jair Araújo Júnior;1,987337947;0,025156176;0,04839506;1,97E-07;0,955302
Jairo Videira Macedo;7,294573784;0,169641256;0,080023922;0,000209807;0,854639351
Janaína Gomes Viana;2,181818008;0,198347092;0,236178115;0,000593878;0,611247659
Janaína Monteiro Alves Mandu;4,276316166;0,112534642;0,089318365;2,76E-05;0,842261195
Jane De Azevedo Andrade;5,241379738;0,180737227;0,108379938;0,000347494;0,772342741
Jaqueline Dos Santos Paes Andrade;14,15833187;0,488218367;0,098262608;0,022691846;0,661645472
Jarbas Da Fonseca Carneiro Júnior;1,987337947;0,025156176;0,04839506;1,97E-07;0,955302
Jefferson Manhães De Azevedo;5,241379738;0,180737227;0,108379938;0,000347494;0,772342741
Jerusa Raquel Dos Santos Ferreira Guedes Farias;3,785713911;0,135204062;0,119379282;3,94E-05;0,82822299
Jhoni Barros Da Silva;3,333333254;0,158730149;0,155001491;0,000430841;0,803584099
Joana De Freitas Tavares Campista;2,181818008;0,198347092;0,236178115;0,000593878;0,611247659
Joilson Bessa Da Silva;6,17777729;0,137283951;0,078397207;2,70E-05;0,878215671
Joilza Rangel Abreu;38,04347992;0,551354766;0,048703481;0,000328464;0,832540214
Jonas Defante Terra;6,17777729;0,137283951;0,078397207;2,70E-05;0,878215671
Jordecy Rocha;1,987337947;0,025156176;0,04839506;1,97E-07;0,955302
Jorge Luis De Souza Crespo;7,294573784;0,169641256;0,080023922;0,000209807;0,854639351
Jorge Luiz De Almeida Miranda;1,987337947;0,025156176;0,04839506;1,97E-07;0,955302
Jorge Luiz Dias Machado;4,276316166;0,112534642;0,089318365;2,76E-05;0,842261195
Josiane Lima Borges Viana;3,899999142;0,097499974;0,085676894;9,86E-05;0,851069093
Josilane Gomes Ribeiro Fernandes De Azevedo;2,897435904;0,074293226;0,090497293;1,11E-05;0,878649533
José Armando Ribeiro Barreto;32,40942001;0,531301975;0,057716515;0,060452547;0,778909862
José Carlos Gonçalves Monteiro;6,17777729;0,137283951;0,078397207;2,70E-05;0,878215671
José Carlos Henrique Alves;1,987337947;0,025156176;0,04839506;1,97E-07;0,955302
José Do Amaral Ribeiro Gomes;6,096775055;0,19667016;0,101185098;0,000144656;0,7708655
José Eduardo Ferreira Caetano;4,709678173;0,151925102;0,104965791;4,88E-05;0,803792596
José Felipe Quintanilha França;27,4308548;0,291817605;0,038629405;0,002067983;0,900854409
José Luiz Lobo Escocard;7,294573784;0,169641256;0,080023922;0,000209807;0,854639351
José Márcio Ferreira;7,294573784;0,169641256;0,080023922;0,000209807;0,854639351
José Paes Neto;37,03636551;0,685858607;0,057169091;0,010178728;0,742050171
José Pereira;4,709678173;0,151925102;0,104965791;4,88E-05;0,803792596
José Quintino Barreto Neto;6,096775055;0,19667016;0,101185098;0,000144656;0,7708655
José Roberto Crespo De Souza;1,987337947;0,025156176;0,04839506;1,97E-07;0,955302
José Roberto Damaceno Portela;14,15833187;0,488218367;0,098262608;0,022691846;0,661645472
José Roberto Pessanha;8,771367073;0,224906862;0,077565707;0,000476367;0,738520682
João Acácio Filho;1,987337947;0,025156176;0,04839506;1,97E-07;0,955302
João Carlos De Souza Coutinho;4,160000324;0,166400015;0,127645135;9,01E-05;0,786244094
João Elias Waked Filho;4,160000324;0,166400015;0,127645135;9,01E-05;0,786244094
João Gomes De Siqueira;7,294573784;0,169641256;0,080023922;0,000209807;0,854639351
João José Ribeiro Damásio;8,771367073;0,224906862;0,077565707;0,000476367;0,738520682
João Luiz De Mello E Silva;2,897435904;0,074293226;0,090497293;1,11E-05;0,878649533
João Manoel Rangel;1,987337947;0,025156176;0,04839506;1,97E-07;0,955302
João Paulo Da Costa Cunha;1,987337947;0,025156176;0,04839506;1,97E-07;0,955302
João Victor De Lima Coutinho Gomes De Vasconcelos;4,276316166;0,112534642;0,089318365;2,76E-05;0,842261195
Jucirema Quintanilha Cardim;4,709678173;0,151925102;0,104965791;4,88E-05;0,803792596
Juliana Escocard Lopes Terra;3,785713911;0,135204062;0,119379282;3,94E-05;0,82822299
Juliana Gonçalves Manhães Dos Reis;3,899999142;0,097499974;0,085676894;9,86E-05;0,851069093
Jurandir Pereira Neto;7,294573784;0,169641256;0,080023922;0,000209807;0,854639351
Jéssica Cristina Álvaro De Oliveira;3,899999142;0,097499974;0,085676894;9,86E-05;0,851069093
Kamyla De Souza Morgade;14,15833187;0,488218367;0,098262608;0,022691846;0,661645472
Karina Barra Gomes;6,17777729;0,137283951;0,078397207;2,70E-05;0,878215671
Karina Silva Marques Nunes De Souza;3,899999142;0,097499974;0,085676894;9,86E-05;0,851069093
Karla Boa Morte;2,897435904;0,074293226;0,090497293;1,11E-05;0,878649533
Kelly Viter Campos;2,733332634;0,182222173;0,188034177;0,000238465;0,679167926
Ketelle Dos Santos De Souza;1,987337947;0,025156176;0,04839506;1,97E-07;0,955302
Ketnen Rose Medeiros Barreto;4,276316166;0,112534642;0,089318365;2,76E-05;0,842261195
Kátia Beatriz Azevedo V. Noronha;3,785713911;0,135204062;0,119379282;3,94E-05;0,82822299
Kátia Macabu De Sousa Soares;6,17777729;0,137283951;0,078397207;2,70E-05;0,878215671
Laisses Vânia Dos Santos Rangel;3,899999142;0,097499974;0,085676894;9,86E-05;0,851069093
Larissa Ferreira Rocha;6,096775055;0,19667016;0,101185098;0,000144656;0,7708655
Laura Burla Maciel;34,30434799;0,51200521;0,053459328;0,01545572;0,86761415
Leandro Paiva Silva;6,096775055;0,19667016;0,101185098;0,000144656;0,7708655
Leandro Ramos Barreto;24,53304672;0,438090116;0,060919061;0,018368052;0,818004072
Leandro Rodrigues Galaxy;7,294573784;0,169641256;0,080023922;0,000209807;0,854639351
Lediane Reis De Souza;8,771367073;0,224906862;0,077565707;0,000476367;0,738520682
Leo Darmont De Alvarenga;8,771367073;0,224906862;0,077565707;0,000476367;0,738520682
Leonardo Barreto Almeida Filho;1,45454514;0,132231385;0,266424268;0,000300258;0,71161288
Leonardo Diogenes Wigand Rodrigues;3,999999285;0,266666621;0,158104748;0,000353875;0,539621711
Leonardo Gomes Mocaiber;3,999999285;0,266666621;0,158104748;0,000353875;0,539621711
Leonardo Serafim Da Silveira;1,987337947;0,025156176;0,04839506;1,97E-07;0,955302
Letícia De Almeida Neto;3,899999142;0,097499974;0,085676894;9,86E-05;0,851069093
Leísia Crespo Rossi;3,899999142;0,097499974;0,085676894;9,86E-05;0,851069093
Liana Macabu De Sousa Soares;6,17777729;0,137283951;0,078397207;2,70E-05;0,878215671
Lilian Neto Barroso;6,096775055;0,19667016;0,101185098;0,000144656;0,7708655
Liliane Cardoso D`Almeida;4,276316166;0,112534642;0,089318365;2,76E-05;0,842261195
Lorena Belo Ferreira;3,899999142;0,097499974;0,085676894;9,86E-05;0,851069093
Luana Rodrigues Da Silva;8,771367073;0,224906862;0,077565707;0,000476367;0,738520682
Lucas Santos Siqueira Santana;1,987337947;0,025156176;0,04839506;1,97E-07;0,955302
Luciana Custódio Soares;3,785713911;0,135204062;0,119379282;3,94E-05;0,82822299
Luciana Fernandes Caldas;4,276316166;0,112534642;0,089318365;2,76E-05;0,842261195
Luciana Pereira Muniz;47,57569122;0,440515637;0,033267073;0,00462622;0,886180699
Lucimara Alves De Souza Dos Santos;7,294573784;0,169641256;0,080023922;0,000209807;0,854639351
Lucimara Pereira Muniz;32,40942001;0,531301975;0,057716519;0,060452528;0,778909922
Luis Carlos Cordeiro Chicri;4,160000324;0,166400015;0,127645135;9,01E-05;0,786244094
Luis Marcos Barreto Da Silva;7,294573784;0,169641256;0,080023922;0,000209807;0,854639351
Luis Maurício Nogueira De Andrade;6,096775055;0,19667016;0,101185098;0,000144656;0,7708655
Luisa Barreto Saramago;7,294573784;0,169641256;0,080023922;0,000209807;0,854639351
Luiz Carlos Teixeira Guimarães;7,294573784;0,169641256;0,080023922;0,000209807;0,854639351
Luiz Claudio Vieira;3,999999285;0,266666621;0,158104748;0,000353875;0,539621711
Luiz Clóvis Parente Soares;1,987337947;0,025156176;0,04839506;1,97E-07;0,955302
Luiz Sérgio De Carvalho;1,987337947;0,025156176;0,04839506;1,97E-07;0,955302
Luiz Vagner Cunha Henriques;35,72142792;0,517701864;0,051699735;0,008091051;0,875714481
Luzia Medeiros Da Silva;3,785713911;0,135204062;0,119379282;3,94E-05;0,82822299
Lídia Maria Tavares Martins;2,897435904;0,074293226;0,090497293;1,11E-05;0,878649533
Manuela Rodrigues D'oliveira Portugal;1,45454514;0,132231385;0,266424268;0,000300258;0,71161288
Manuelli Batista Ramos;36,26054764;0,490007401;0,048986711;0,030303335;0,851816773
Mara Regina Santos Pereira;3,899999142;0,097499974;0,085676894;9,86E-05;0,851069093
Marcel Cardoso E Cardoso;50,18844604;0,635296822;0,045788016;0,042458139;0,824289739
Marcelo Alves Manhães;2,897435904;0,074293226;0,090497293;1,11E-05;0,878649533
Marcelo De Carvalho Barreto;3,785713911;0,135204062;0,119379282;3,94E-05;0,82822299
Marcelo Pereira De Carvalho Sampaio;6,17777729;0,137283951;0,078397207;2,70E-05;0,878215671
Marcelo Pizani Boldes;34,30434799;0,51200521;0,053459331;0,015455702;0,86761409
Marcelo Victor Ribeiro Oliveira;2,181818008;0,198347092;0,246316448;0,000581984;0,645479143
Marcia Aparecida Vieira Mussi;14,15833187;0,488218367;0,098262608;0,022691846;0,661645472
Marcilene Barreto Nunes Dafl On;2,733332634;0,182222173;0,188034177;0,000238465;0,679167926
Marcio Ribeiro Leandro;4,276316166;0,112534642;0,089318365;2,76E-05;0,842261195
Marco Antônio Gomes Velloso De Carvalho;1,987337947;0,025156176;0,04839506;1,97E-07;0,955302
Marcos Geovane Manhães;4,160000324;0,166400015;0,127645135;9,01E-05;0,786244094
Marcos Messias Da Silva Santos;3,333333254;0,158730149;0,155001491;0,000430841;0,803584099
Marcos Vinícius Soares De Souza;24,29166794;0,485833347;0,061398059;0,000409262;0,751418948
Maria Agda Pelegrini Rosa;7,294573784;0,169641256;0,080023922;0,000209807;0,854639351
Maria Angélica Rocha Gama;44,60149384;0,57181406;0,042777173;0,00088253;0,824874759
Maria Aparecida Imbeloni Henriques;2,769230366;0,213017717;0,191458285;0,000888341;0,576747
Maria Aparecida Praxedes Da Penha;40,37719345;0,538362563;0,046866942;0,00768481;0,86226511
Maria Auxiliadora De Sousa Pourbaix;3,785713911;0,135204062;0,119379282;3,94E-05;0,82822299
Maria Clélia Pinto Coelho;1,987337947;0,025156176;0,04839506;1,97E-07;0,955302
Maria Cristina Torres Lima;96,10384369;0,756723166;0,028059075;0,011369412;0,866648316
Maria De Jesus Abílio Nogueira;3,785713911;0,135204062;0,119379282;3,94E-05;0,82822299
Maria De Lourdes Cruz Nascimento Magno;14,15833187;0,488218367;0,098262608;0,022691846;0,661645472
Maria Elisa Ferreira De Jesus;4,709678173;0,151925102;0,104965791;4,88E-05;0,803792596
Maria Helena Cordeiro;2,769230366;0,213017717;0,191458285;0,000888341;0,576747
Maria Helena De Souza Pereira;41,86363602;0,543683589;0,04581514;9,94E-05;0,878033161
Maria José Mendonça Rosmaninho De Pinho;2,897435904;0,074293226;0,090497293;1,11E-05;0,878649533
Maria José Rocha Ricardo;4,709678173;0,151925102;0,104965791;4,88E-05;0,803792596
Maria José Serafim Jorge De Oliveira;95,23312378;0,622438669;0,024643702;0,013201951;0,915178716
Maria Júlia Nunes Andrade;3,785713911;0,135204062;0,119379282;3,94E-05;0,82822299
Maria Rita Fundão Maciel;5,241379738;0,180737227;0,108379938;0,000347494;0,772342741
Mariana De Freitas Fagundes;6,17777729;0,137283951;0,078397207;2,70E-05;0,878215671
Mariana Souza Oliveira Lontra Costa;2,733332634;0,182222173;0,188034177;0,000238465;0,679167926
Mariano Amorim;15,63461494;0,601331353;0,100389674;0,001162991;0,614073098
Marilane Ferreira Do Amaral Pessanha;2,897435904;0,074293226;0,090497293;1,11E-05;0,878649533
Mariá De Azevedo Lyrio Barreto;3,899999142;0,097499974;0,085676894;9,86E-05;0,851069033
Marta Aparecida Vieira;4,709678173;0,151925102;0,104965791;4,88E-05;0,803792596
Mary Lúcia Do Espírito Santo Pessanha;4,709678173;0,151925102;0,104965791;4,88E-05;0,803792596
Mauro Macedo Campos;14,15833187;0,488218367;0,098262608;0,022691846;0,661645472
Maurício De Moura Caldas Xexéo;6,17777729;0,137283951;0,078397207;2,70E-05;0,878215671
Maurício Leonardo De Souza Lemos;2,897435904;0,074293226;0,090497293;1,11E-05;0,878649533
Maurício Teixeira;8,771367073;0,224906862;0,0775657;0,000476393;0,738520682
Merilane Lopes Barreto;33,35074615;0,50531435;0,054820828;0,008463052;0,888635755
Milton Erthal Junior;6,096775055;0,19667016;0,101185098;0,000144656;0,7708655
Milton Peixoto;4,709678173;0,151925102;0,104965791;4,88E-05;0,803792596
Márcia Christina De Souza Justiniano;2,897435904;0,074293226;0,090497293;1,11E-05;0,878649533
Márcia Valéria Soares Assad;34,92351532;0,529144168;0,055330504;0,03993617;0,841417432
Mário Dos Santos Gomes;1,45454514;0,132231385;0,266424268;0,000300258;0,71161288
Mônica De Souza Gomes;4,276316166;0,112534642;0,089318365;2,76E-05;0,842261195
Naira Regina De Barros Cordeiro Peçanha;2,897435904;0,074293226;0,090497293;1,11E-05;0,878649533
Nathália Chalita Ribeiro;34,30434799;0,51200521;0,053459331;0,015455702;0,86761409
Natália Campolino Moussallem;42,85897446;0,549474001;0,044498406;0,000106134;0,862815797
Nayne Tamy Barreto Neves;2,897435904;0,074293226;0,090497293;1,11E-05;0,878649533
Neicia Dabra Da Penha Rosa De Araújo;8,771367073;0,224906862;0,0775657;0,000476393;0,738520682
Nildo Nunes Cardoso;18,88095284;0,460511029;0,077904977;0,01584366;0,765845895
Nilza Franco Portela;3,899999142;0,097499974;0,085676894;9,86E-05;0,851069033
Odete Pereira Da Rocha;16,5357151;0,423992664;0,086362779;0,036317188;0,783167183
Odisseia Pinto De Carvalho;21,23000145;0,461521745;0,080840811;0,039739825;0,866010606
Oresten Soares De Almeida Júnior;4,709678173;0,151925102;0,104965791;4,88E-05;0,803792596
Orlando Lino Pinheiro Portugal;4,160000324;0,166400015;0,127645135;9,01E-05;0,786244154
Otávia Dias;21,23000145;0,461521745;0,080840811;0,039739825;0,866010606
Oziel Batista Crespo Filho;7,294573784;0,169641256;0,080023922;0,000209807;0,854639351
Paolo Ney Bastos Marques Pereira;4,160000324;0,166400015;0,127645135;9,01E-05;0,786244154
Patrick Bruno Da Rosa Manhães;1,987337947;0,025156176;0,04839506;1,97E-07;0,955302
Patrícia Cristosan;5,241379738;0,180737227;0,108379938;0,000347494;0,772342741
Patrícia De Paula Baía;5,241379738;0,180737227;0,108379938;0,000347494;0,772342741
Patrícia Dias Silva Dos Santos;36,26054764;0,490007401;0,048986711;0,030303335;0,851816773
Patrícia Ferreira De Carvalho;21,23000145;0,461521745;0,080840811;0,039739825;0,866010606
Patrícia Nani Beyruth;4,276316166;0,112534642;0,089318365;2,76E-05;0,842261195
Patrícia Nogueira Buchaul;7,294573784;0,169641256;0,080023922;0,000209807;0,854639351
Patrícia Xavier Honorato;61,06422043;0,636085629;0,040111613;0,057025798;0,856020033
Paula Barreto Muniz;2,897435904;0,074293226;0,090497293;1,11E-05;0,878649533
Paula Clark Barreto;1,987337947;0,025156176;0,04839506;1,97E-07;0,955302
Paulo César Genásio De Souza;2,733332634;0,182222173;0,188034177;0,000238465;0,679167926
Paulo Honorato;63,50148773;0,647974372;0,039604463;0,057932179;0,86085844
Paulo Jorge Xavier De Souza;6,096775055;0,19667016;0,101185098;0,000144656;0,7708655
Paulo Roberto Flôr;7,294573784;0,169641256;0,080023922;0,000209807;0,854639351
Paulo Roberto Gonçalves;6,17777729;0,137283951;0,078397207;2,70E-05;0,878215671
Paulo Roberto Pereira Gomes;54,4661026;0,461577147;0,031862427;0,000104665;0,938766718
Paulo Santos Freitas Júnior;3,785713911;0,135204062;0,119379282;3,94E-05;0,82822299
Paulo Sergio Arantes De Oliveira;2,181818008;0,198347092;0,246316448;0,000581984;0,645479143
Pedro Lincoln Bastos Bessa;20,63392639;0,375162303;0,064157367;0,0107288;0,861931503
Peterson Lobato Azevedo;6,17777729;0,137283951;0,078397207;2,70E-05;0,878215671
Priscila Sá Champion Cabral;3,333333254;0,158730149;0,155001491;0,000430841;0,803584099
Rafael Crespo Maciel Machado;2,733332634;0,182222173;0,188034177;0,000238465;0,679167926
Rafael Pinheiro Caetano Damasceno;5,241379738;0,180737227;0,108379938;0,000347494;0,772342741
Rafaela Machado Ribeiro;6,17777729;0,137283951;0,078397207;2,70E-05;0,878215671
Ralph Ferreira De Noronha Oliveira;1,987337947;0,025156176;0,04839506;1,97E-07;0,955302
Ramon Terra De Siqueira;6,17777729;0,137283951;0,078397207;2,70E-05;0,878215671
Raquel Almeida Gonçalves Santos;8,771367073;0,224906862;0,0775657;0,000476393;0,738520682
